,index,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth
0,44167,2023-wimbledon-2301,Iga Swiatek,Petra Martic,0,1,1,1,0,0,0,0,15,0,2,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.563,41.037,10,93,2,0,0
1,44168,2023-wimbledon-2301,Iga Swiatek,Petra Martic,0.883333333,1,1,2,0,0,0,0,30,0,2,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6.074,9.081,0,0,2,1,-1
2,44169,2023-wimbledon-2301,Iga Swiatek,Petra Martic,1.866666667,1,1,3,0,0,0,0,30,15,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.926,5.849,1,88,1,0,1
3,44170,2023-wimbledon-2301,Iga Swiatek,Petra Martic,2.433333333,1,1,4,0,0,0,0,30,30,2,1,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20.259,17.881,5,93,2,1,-1
4,44171,2023-wimbledon-2301,Iga Swiatek,Petra Martic,2.916666667,1,1,5,0,0,0,0,30,40,2,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25,7.574,1,103,2,1,0
5,44172,2023-wimbledon-2301,Iga Swiatek,Petra Martic,3.366666667,1,1,6,0,0,0,0,40,40,2,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.958,30.808,8,103,1,1,0
6,44173,2023-wimbledon-2301,Iga Swiatek,Petra Martic,3.9,1,1,7,0,0,0,0,40,AD,2,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.508,8.649,1,117,1,0,1
7,44174,2023-wimbledon-2301,Iga Swiatek,Petra Martic,4.4,1,1,8,0,0,0,1,0,0,2,1,2,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.745,6.696,1,115,2,0,0
8,44175,2023-wimbledon-2301,Iga Swiatek,Petra Martic,5.533333333,1,2,9,0,0,0,1,0,15,1,1,2,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.159,15.4,4,103,1,0,1
9,44176,2023-wimbledon-2301,Iga Swiatek,Petra Martic,6.05,1,2,10,0,0,0,1,0,30,1,2,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.281,4.55,2,78,0,0,0
10,44177,2023-wimbledon-2301,Iga Swiatek,Petra Martic,6.816666667,1,2,11,0,0,0,1,15,30,1,2,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.589,13.644,3,84,1,1,0
11,44178,2023-wimbledon-2301,Iga Swiatek,Petra Martic,7.65,1,2,12,0,0,0,1,15,40,1,1,2,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.373,39.317,4,107,0,0,0
12,44179,2023-wimbledon-2301,Iga Swiatek,Petra Martic,8.2,1,2,13,0,0,0,1,30,40,1,1,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12.991,8.89,3,111,0,0,0
13,44180,2023-wimbledon-2301,Iga Swiatek,Petra Martic,8.966666667,1,2,14,0,0,0,1,40,40,1,1,1,6,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,14.946,24.991,3,115,0,0,1
14,44181,2023-wimbledon-2301,Iga Swiatek,Petra Martic,9.45,1,2,15,0,0,0,1,40,AD,1,1,2,6,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.522,9.867,2,107,1,1,0
15,44182,2023-wimbledon-2301,Iga Swiatek,Petra Martic,9.95,1,2,16,0,0,0,1,40,40,1,1,1,7,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,27.227,18.975,3,117,1,0,0
16,44183,2023-wimbledon-2301,Iga Swiatek,Petra Martic,10.7,1,2,17,0,0,0,1,AD,40,1,1,1,8,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.277,0.975,1,92,2,1,-1
17,44184,2023-wimbledon-2301,Iga Swiatek,Petra Martic,11.23333333,1,2,18,0,0,1,1,0,0,1,1,1,9,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41.806,26.805,5,100,2,0,1
18,44185,2023-wimbledon-2301,Iga Swiatek,Petra Martic,12.03333333,1,3,19,0,0,1,1,0,15,2,2,2,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.641,7.383,1,82,2,0,0
19,44186,2023-wimbledon-2301,Iga Swiatek,Petra Martic,12.71666667,1,3,20,0,0,1,1,15,15,2,2,1,10,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.695,36.003,8,78,1,0,0
20,44187,2023-wimbledon-2301,Iga Swiatek,Petra Martic,13.68333333,1,3,21,0,0,1,1,15,30,2,1,2,10,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.293,27.359,5,113,1,0,0
21,44188,2023-wimbledon-2301,Iga Swiatek,Petra Martic,14.26666667,1,3,22,0,0,1,1,30,30,2,1,1,11,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.226,9.605,4,103,1,0,1
22,44189,2023-wimbledon-2301,Iga Swiatek,Petra Martic,14.76666667,1,3,23,0,0,1,1,40,30,2,1,1,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.699,15.264,4,95,2,1,1
23,44190,2023-wimbledon-2301,Iga Swiatek,Petra Martic,15.25,1,3,24,0,0,2,1,0,0,2,1,1,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,33.38,33.223,6,89,2,0,-1
24,44191,2023-wimbledon-2301,Iga Swiatek,Petra Martic,15.88333333,1,4,25,0,0,2,1,0,15,1,1,2,13,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35.015,44.538,10,103,1,0,0
25,44192,2023-wimbledon-2301,Iga Swiatek,Petra Martic,16.61666667,1,4,26,0,0,2,1,0,30,1,2,2,13,13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.834,11.544,2,69,1,0,0
26,44193,2023-wimbledon-2301,Iga Swiatek,Petra Martic,17.43333333,1,4,27,0,0,2,1,15,30,1,1,1,14,13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.553,11.134,3,103,1,0,1
27,44194,2023-wimbledon-2301,Iga Swiatek,Petra Martic,17.93333333,1,4,28,0,0,2,1,30,30,1,1,1,15,13,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,55.196,39.568,9,96,1,0,0
28,44195,2023-wimbledon-2301,Iga Swiatek,Petra Martic,18.61666667,1,4,29,0,0,2,1,30,40,1,1,2,15,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,33.013,62.376,8,94,0,0,1
29,44196,2023-wimbledon-2301,Iga Swiatek,Petra Martic,19.4,1,4,30,0,0,2,2,0,0,1,2,2,15,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,8.577,18.497,2,95,0,0,1
30,44197,2023-wimbledon-2301,Iga Swiatek,Petra Martic,20.4,1,5,31,0,0,2,2,15,0,2,1,1,16,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.412,13.576,4,112,2,0,0
31,44198,2023-wimbledon-2301,Iga Swiatek,Petra Martic,20.86666667,1,5,32,0,0,2,2,15,15,2,1,2,16,16,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.114,15.75,5,97,2,1,-1
32,44199,2023-wimbledon-2301,Iga Swiatek,Petra Martic,21.75,1,5,33,0,0,2,2,30,15,2,1,1,17,16,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.359,41.279,10,103,1,0,0
33,44200,2023-wimbledon-2301,Iga Swiatek,Petra Martic,22.46666667,1,5,34,0,0,2,2,40,15,2,1,1,18,16,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.459,4.055,2,112,1,0,1
34,44201,2023-wimbledon-2301,Iga Swiatek,Petra Martic,23.3,1,5,35,0,0,3,2,0,0,2,1,1,19,16,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,28.962,33.22,8,103,2,0,0
35,44202,2023-wimbledon-2301,Iga Swiatek,Petra Martic,23.78333333,1,6,36,0,0,3,2,15,0,1,1,1,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.328,11.839,1,107,0,0,1
36,44203,2023-wimbledon-2301,Iga Swiatek,Petra Martic,24.23333333,1,6,37,0,0,3,2,30,0,1,2,1,21,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.424,34.228,3,82,1,0,0
37,44204,2023-wimbledon-2301,Iga Swiatek,Petra Martic,25.28333333,1,6,38,0,0,3,2,30,15,1,2,2,21,17,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21.048,21.841,4,70,2,0,0
38,44205,2023-wimbledon-2301,Iga Swiatek,Petra Martic,26.16666667,1,6,39,0,0,3,2,30,30,1,1,2,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.756,99.224,16,98,2,0,1
39,44206,2023-wimbledon-2301,Iga Swiatek,Petra Martic,27.23333333,1,6,40,0,0,3,2,40,30,1,1,1,22,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27.566,34.117,5,107,1,0,0
40,44207,2023-wimbledon-2301,Iga Swiatek,Petra Martic,28.16666667,1,6,41,0,0,4,2,0,0,1,1,1,23,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.973,26.179,3,108,1,0,0
41,44208,2023-wimbledon-2301,Iga Swiatek,Petra Martic,28.85,1,7,42,0,0,4,2,15,0,2,2,1,24,18,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.913,9.135,2,87,2,0,1
42,44209,2023-wimbledon-2301,Iga Swiatek,Petra Martic,29.63333333,1,7,43,0,0,4,2,30,0,2,1,1,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.361,37.11,8,105,2,1,0
43,44210,2023-wimbledon-2301,Iga Swiatek,Petra Martic,30.3,1,7,44,0,0,4,2,40,0,2,2,1,26,18,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.24,4.655,0,0,2,1,1
44,44211,2023-wimbledon-2301,Iga Swiatek,Petra Martic,30.98333333,1,7,45,0,0,5,2,0,0,2,2,1,27,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,10.408,7.604,2,85,1,1,0
45,44212,2023-wimbledon-2301,Iga Swiatek,Petra Martic,31.63333333,1,8,46,0,0,5,2,0,15,1,1,2,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.816,44.568,6,113,1,0,0
46,44213,2023-wimbledon-2301,Iga Swiatek,Petra Martic,32.21666667,1,8,47,0,0,5,2,0,30,1,1,2,27,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.142,11.84,2,103,1,0,0
47,44214,2023-wimbledon-2301,Iga Swiatek,Petra Martic,32.68333333,1,8,48,0,0,5,2,15,30,1,1,1,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.869,9.642,1,97,1,0,1
48,44215,2023-wimbledon-2301,Iga Swiatek,Petra Martic,33.1,1,8,49,0,0,5,2,30,30,1,2,1,29,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.361,7.129,1,81,0,0,1
49,44216,2023-wimbledon-2301,Iga Swiatek,Petra Martic,34,1,8,50,0,0,5,2,40,30,1,1,1,30,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.433,10.888,3,92,0,0,1
50,44217,2023-wimbledon-2301,Iga Swiatek,Petra Martic,34.65,1,8,51,0,0,5,2,40,40,1,1,2,30,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.531,13.914,4,101,0,1,1
51,44218,2023-wimbledon-2301,Iga Swiatek,Petra Martic,35.13333333,1,8,52,0,0,5,2,AD,40,1,1,1,31,21,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19.596,47.326,5,96,2,1,0
52,44219,2023-wimbledon-2301,Iga Swiatek,Petra Martic,35.71666667,1,8,53,1,0,6,2,0,0,1,2,1,32,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.684,14.313,1,88,1,0,1
53,44220,2023-wimbledon-2301,Iga Swiatek,Petra Martic,36.25,2,1,54,1,0,0,0,15,0,2,1,1,33,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.478,49.624,12,104,0,0,0
54,44221,2023-wimbledon-2301,Iga Swiatek,Petra Martic,36.91666667,2,1,55,1,0,0,0,15,15,2,1,2,33,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.538,11.28,3,93,1,0,1
55,44222,2023-wimbledon-2301,Iga Swiatek,Petra Martic,37.4,2,1,56,1,0,0,0,15,30,2,2,2,33,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.578,10.676,1,95,2,0,0
56,44223,2023-wimbledon-2301,Iga Swiatek,Petra Martic,38.05,2,1,57,1,0,0,0,30,30,2,2,1,34,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25.681,22.537,6,88,2,0,1
57,44224,2023-wimbledon-2301,Iga Swiatek,Petra Martic,38.88333333,2,1,58,1,0,0,0,40,30,2,1,1,35,23,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.767,11.712,4,98,1,0,-1
58,44225,2023-wimbledon-2301,Iga Swiatek,Petra Martic,39.38333333,2,1,59,1,0,0,0,40,40,2,2,2,35,24,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,12.062,11.495,5,91,2,0,-1
59,44226,2023-wimbledon-2301,Iga Swiatek,Petra Martic,40.25,2,1,60,1,0,0,0,40,AD,2,1,2,35,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.636,17.482,5,101,2,0,0
60,44227,2023-wimbledon-2301,Iga Swiatek,Petra Martic,40.76666667,2,1,61,1,0,0,0,40,40,2,2,1,36,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.477,12.258,2,84,1,0,1
61,44228,2023-wimbledon-2301,Iga Swiatek,Petra Martic,41.4,2,1,62,1,0,0,0,40,AD,2,1,2,36,26,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944,0.977,1,116,2,1,-1
62,44229,2023-wimbledon-2301,Iga Swiatek,Petra Martic,41.81666667,2,1,63,1,0,0,1,0,0,2,1,2,36,27,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.487,0.978,1,115,2,0,-1
63,44230,2023-wimbledon-2301,Iga Swiatek,Petra Martic,42.88333333,2,2,64,1,0,0,1,15,0,1,1,1,37,27,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,51.162,64.809,9,106,1,1,0
64,44231,2023-wimbledon-2301,Iga Swiatek,Petra Martic,43.55,2,2,65,1,0,0,1,15,15,1,1,2,37,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16,7.589,2,112,2,1,0
65,44232,2023-wimbledon-2301,Iga Swiatek,Petra Martic,44.06666667,2,2,66,1,0,0,1,30,15,1,1,1,38,28,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.706,18.794,5,108,0,0,1
66,44233,2023-wimbledon-2301,Iga Swiatek,Petra Martic,45.05,2,2,67,1,0,0,1,30,30,1,1,2,38,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.149,18.66,2,98,1,0,1
67,44234,2023-wimbledon-2301,Iga Swiatek,Petra Martic,45.63333333,2,2,68,1,0,0,1,40,30,1,1,1,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.049,9.43,1,97,1,0,1
68,44235,2023-wimbledon-2301,Iga Swiatek,Petra Martic,46.06666667,2,2,69,1,0,1,1,0,0,1,1,1,40,29,1,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,33.447,29.216,7,105,1,1,0
69,44236,2023-wimbledon-2301,Iga Swiatek,Petra Martic,46.86666667,2,3,70,1,0,1,1,0,15,2,1,2,40,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03,3.22,1,99,2,1,0
70,44237,2023-wimbledon-2301,Iga Swiatek,Petra Martic,47.23333333,2,3,71,1,0,1,1,15,15,2,2,1,41,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.285,23.682,6,96,1,1,0
71,44238,2023-wimbledon-2301,Iga Swiatek,Petra Martic,48.01666667,2,3,72,1,0,1,1,30,15,2,2,1,42,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.452,25.789,6,94,2,0,1
72,44239,2023-wimbledon-2301,Iga Swiatek,Petra Martic,48.85,2,3,73,1,0,1,1,30,30,2,1,2,42,31,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,24.27,27.6,7,106,2,1,0
73,44240,2023-wimbledon-2301,Iga Swiatek,Petra Martic,49.48333333,2,3,74,1,0,1,1,40,30,2,1,1,43,31,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.522,27.026,6,101,2,1,-1
74,44241,2023-wimbledon-2301,Iga Swiatek,Petra Martic,50.23333333,2,3,75,1,0,1,1,40,40,2,1,2,43,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15.89,19.017,1,93,1,0,1
75,44242,2023-wimbledon-2301,Iga Swiatek,Petra Martic,50.76666667,2,3,76,1,0,1,1,40,AD,2,2,2,43,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.131,27.724,7,93,2,0,0
76,44243,2023-wimbledon-2301,Iga Swiatek,Petra Martic,51.58333333,2,3,77,1,0,1,2,0,0,2,1,2,43,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.406,4.64,1,104,1,0,0
77,44244,2023-wimbledon-2301,Iga Swiatek,Petra Martic,52.01666667,2,4,78,1,0,1,2,15,0,1,1,1,44,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953,0.996,1,112,0,0,-1
78,44245,2023-wimbledon-2301,Iga Swiatek,Petra Martic,52.46666667,2,4,79,1,0,1,2,30,0,1,2,1,45,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.521,5.621,1,80,0,0,0
79,44246,2023-wimbledon-2301,Iga Swiatek,Petra Martic,53.16666667,2,4,80,1,0,1,2,30,15,1,2,2,45,35,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.102,12.82,2,77,1,0,0
80,44247,2023-wimbledon-2301,Iga Swiatek,Petra Martic,54.5,2,4,81,1,0,1,2,40,15,1,1,1,46,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.883,20.727,3,109,1,0,0
81,44248,2023-wimbledon-2301,Iga Swiatek,Petra Martic,55.03333333,2,4,82,1,0,1,2,40,30,1,1,2,46,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.061,11.97,2,98,1,0,0
82,44249,2023-wimbledon-2301,Iga Swiatek,Petra Martic,55.95,2,4,83,1,0,1,2,40,40,1,2,2,46,37,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8.648,8.98,0,0,2,1,0
83,44250,2023-wimbledon-2301,Iga Swiatek,Petra Martic,56.83333333,2,4,84,1,0,1,2,40,AD,1,1,2,46,38,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.299,7.799,2,94,1,0,0
84,44251,2023-wimbledon-2301,Iga Swiatek,Petra Martic,57.28333333,2,4,85,1,0,1,2,40,40,1,1,1,47,38,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,17,11.546,3,114,0,1,0
85,44252,2023-wimbledon-2301,Iga Swiatek,Petra Martic,58.16666667,2,4,86,1,0,1,2,AD,40,1,1,1,48,38,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12.446,14.86,3,112,0,0,0
86,44253,2023-wimbledon-2301,Iga Swiatek,Petra Martic,59.06666667,2,4,87,1,0,2,2,0,0,1,2,1,49,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.105,6.077,1,82,1,0,1
87,44254,2023-wimbledon-2301,Iga Swiatek,Petra Martic,60.03333333,2,5,88,1,0,2,2,0,15,2,2,2,49,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.857,18.155,3,98,2,0,1
88,44255,2023-wimbledon-2301,Iga Swiatek,Petra Martic,60.73333333,2,5,89,1,0,2,2,0,30,2,1,2,49,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20.504,24.389,3,101,2,1,-1
89,44256,2023-wimbledon-2301,Iga Swiatek,Petra Martic,61.31666667,2,5,90,1,0,2,2,15,30,2,2,1,50,40,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.361,4.227,2,91,2,0,1
90,44257,2023-wimbledon-2301,Iga Swiatek,Petra Martic,61.98333333,2,5,91,1,0,2,2,15,40,2,1,2,50,41,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24.54,18.594,5,102,2,0,0
91,44258,2023-wimbledon-2301,Iga Swiatek,Petra Martic,62.58333333,2,5,92,1,0,2,3,0,0,2,1,2,50,42,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803,0.706,1,98,2,1,-1
92,44259,2023-wimbledon-2301,Iga Swiatek,Petra Martic,62.91666667,2,6,93,1,0,2,3,15,0,1,2,1,51,42,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.955,15.684,3,86,1,0,0
93,44260,2023-wimbledon-2301,Iga Swiatek,Petra Martic,63.65,2,6,94,1,0,2,3,15,15,1,2,2,51,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.102,15.981,2,83,0,0,1
94,44261,2023-wimbledon-2301,Iga Swiatek,Petra Martic,64.48333333,2,6,95,1,0,2,3,30,15,1,1,1,52,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.914,47.292,5,96,1,1,0
95,44262,2023-wimbledon-2301,Iga Swiatek,Petra Martic,65.05,2,6,96,1,0,2,3,40,15,1,1,1,53,43,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.991,56.222,7,92,0,0,0
96,44263,2023-wimbledon-2301,Iga Swiatek,Petra Martic,65.65,2,6,97,1,0,3,3,0,0,1,1,1,54,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.774,8.206,1,99,0,1,1
97,44264,2023-wimbledon-2301,Iga Swiatek,Petra Martic,66.31666667,2,7,98,1,0,3,3,15,0,2,2,1,55,43,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.165,2.991,0,0,,,0
98,44265,2023-wimbledon-2301,Iga Swiatek,Petra Martic,66.91666667,2,7,99,1,0,3,3,30,0,2,2,1,56,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.349,13.293,4,77,1,0,1
99,44266,2023-wimbledon-2301,Iga Swiatek,Petra Martic,67.8,2,7,100,1,0,3,3,40,0,2,2,1,57,43,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.365,4.563,2,89,0,0,0
100,44267,2023-wimbledon-2301,Iga Swiatek,Petra Martic,68.53333333,2,7,101,1,0,4,3,0,0,2,2,1,58,43,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,43.484,47.316,14,89,1,0,1
101,44268,2023-wimbledon-2301,Iga Swiatek,Petra Martic,69.53333333,2,8,102,1,0,4,3,15,0,1,1,1,59,43,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.646,13.895,3,96,1,0,0
102,44269,2023-wimbledon-2301,Iga Swiatek,Petra Martic,69.96666667,2,8,103,1,0,4,3,30,0,1,1,1,60,43,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,16.971,3,111,0,1,0
103,44270,2023-wimbledon-2301,Iga Swiatek,Petra Martic,70.5,2,8,104,1,0,4,3,40,0,1,2,1,61,43,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.177,11.352,1,78,1,0,1
104,44271,2023-wimbledon-2301,Iga Swiatek,Petra Martic,71.33333333,2,8,105,1,0,5,3,0,0,1,1,1,62,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.189,7.543,1,101,2,0,0
105,44272,2023-wimbledon-2301,Iga Swiatek,Petra Martic,72.53333333,2,9,106,1,0,5,3,15,0,2,1,1,63,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.244,4.948,2,104,1,0,0
106,44273,2023-wimbledon-2301,Iga Swiatek,Petra Martic,72.86666667,2,9,107,1,0,5,3,30,0,2,2,1,64,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.054,6.586,2,81,2,0,0
107,44274,2023-wimbledon-2301,Iga Swiatek,Petra Martic,73.51666667,2,9,108,1,0,5,3,30,15,2,2,2,64,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.125,4.813,1,97,2,0,0
